id;sortorder;country;name;label
11309;;Georgia;First League, Zone A;First League, Zone A
17299;;Georgia;First League, Zone B;First League, Zone B
11836;;Georgia;Super Cup;Super Cup
3012;;Georgia;Umaglesi Liga;Umaglesi Liga
19715;;Georgia;Umaglesi Liga, Championship Group;Umaglesi Liga, Championship Group
21197;;Georgia;Umaglesi Liga, Relegation Group;Umaglesi Liga, Relegation Group
19716;;Georgia;Umaglesi Liga, Relegation/Promotion Group;Umaglesi Liga, Relegation/Promotion Group
16160;;Georgia;Umaglesi Liga, Relegation/Promotion Playoffs;Umaglesi Liga, Relegation/Promotion Playoffs
41;;Germany;2. Bundesliga;2. Bundesliga
10772;;Germany;2. Bundesliga Relegation/Promotion Playoffs;2. Bundesliga Relegation/Promotion Playoffs
8343;;Germany;3. Liga;3. Liga
42;1;Germany;Bundesliga;Bundesliga
10771;;Germany;Bundesliga Relegation/Promotion Playoffs;Bundesliga Relegation/Promotion Playoffs
43;1;Germany;DFB Pokal;DFB Pokal
6456;1;Germany;Super Cup;Super Cup
16527;;Germany;Telekom Cup;Telekom Cup
8005;;Germany Amateur;2. Bundesliga, Women, Group North;2. Bundesliga, Women, Group North
8006;;Germany Amateur;2. Bundesliga, Women, Group South;2. Bundesliga, Women, Group South
5862;;Germany Amateur;A-Junioren-Bundesliga North/Northeast;A-Junioren-Bundesliga North/Northeast
12790;;Germany Amateur;A-Junioren-Bundesliga South/Southwest;A-Junioren-Bundesliga South/Southwest
12789;;Germany Amateur;A-Junioren-Bundesliga West;A-Junioren-Bundesliga West
16156;;Germany Amateur;A-Junioren-Bundesliga, Playoffs   ;A-Junioren-Bundesliga, Playoffs   
756;;Germany Amateur;Bayernliga;Bayernliga
21602;;Germany Amateur;Bayernliga North;Bayernliga North
21603;;Germany Amateur;Bayernliga South;Bayernliga South
27816;;Germany Amateur;Bayernliga, Relegation/Promotion ;Bayernliga, Relegation/Promotion 
8542;;Germany Amateur;Bremen-Liga;Bremen-Liga
15116;;Germany Amateur;Bundesliga Cup Women, Group A;Bundesliga Cup Women, Group A
15117;;Germany Amateur;Bundesliga Cup Women, Group B;Bundesliga Cup Women, Group B
810;;Germany Amateur;Bundesliga, Women;Bundesliga, Women
11022;;Germany Amateur;DFB Pokal, Women;DFB Pokal, Women
757;;Germany Amateur;Hessenliga;Hessenliga
10828;;Germany Amateur;Hessenliga Relegation/Promotion;Hessenliga Relegation/Promotion
778;;Germany Amateur;NRW-Liga;NRW-Liga
755;;Germany Amateur;Oberliga Baden Wuerttemberg;Oberliga Baden Wuerttemberg
10863;;Germany Amateur;Oberliga Baden Wuerttemberg, Promotion;Oberliga Baden Wuerttemberg, Promotion
8360;;Germany Amateur;Oberliga Bayern Relegation/Promotion;Oberliga Bayern Relegation/Promotion
1384;;Germany Amateur;Oberliga Hamburg;Oberliga Hamburg
21682;;Germany Amateur;Oberliga Mittelrhein;Oberliga Mittelrhein
21678;;Germany Amateur;Oberliga Niederrhein;Oberliga Niederrhein
13563;;Germany Amateur;Oberliga Niedersachsen;Oberliga Niedersachsen
10776;;Germany Amateur;Oberliga Niedersachsen Promotion Playoffs;Oberliga Niedersachsen Promotion Playoffs
13049;;Germany Amateur;Oberliga Niedersachsen Rel/ Pro Round Gr. A;Oberliga Niedersachsen Rel/ Pro Round Gr. A
13050;;Germany Amateur;Oberliga Niedersachsen Rel/ Pro Round Gr. B;Oberliga Niedersachsen Rel/ Pro Round Gr. B
13217;;Germany Amateur;Oberliga Niedersachsen, Relegation;Oberliga Niedersachsen, Relegation
686;;Germany Amateur;Oberliga NOFV North;Oberliga NOFV North
13093;;Germany Amateur;Oberliga NOFV Relegation;Oberliga NOFV Relegation
685;;Germany Amateur;Oberliga NOFV South;Oberliga NOFV South
4455;;Germany Amateur;Oberliga Relegation;Oberliga Relegation
21745;;Germany Amateur;Oberliga Rheinland-Pfalz/Saar;Oberliga Rheinland-Pfalz/Saar
760;;Germany Amateur;Oberliga Suedwest;Oberliga Suedwest
779;;Germany Amateur;Oberliga Westfalen;Oberliga Westfalen
20844;;Germany Amateur;Promotion to Regionalliga Bayern;Promotion to Regionalliga Bayern
21011;;Germany Amateur;Promotion to Regionalliga North;Promotion to Regionalliga North
1241;;Germany Amateur;Promotion to Regionalliga Northeast;Promotion to Regionalliga Northeast
35779;;Germany Amateur;Promotion to Regionalliga Southwest;Promotion to Regionalliga Southwest
21299;;Germany Amateur;Regionalliga Bavaria;Regionalliga Bavaria
27815;;Germany Amateur;Regionalliga Bavaria, Relegation/Promotion;Regionalliga Bavaria, Relegation/Promotion
44;;Germany Amateur;Regionalliga North;Regionalliga North
21301;;Germany Amateur;Regionalliga Northeast;Regionalliga Northeast
45;;Germany Amateur;Regionalliga South;Regionalliga South
21300;;Germany Amateur;Regionalliga Southwest;Regionalliga Southwest
8364;;Germany Amateur;Regionalliga West;Regionalliga West
27221;;Germany Amateur;Regionalliga, Promotion Playoffs;Regionalliga, Promotion Playoffs
10859;;Germany Amateur;Schleswig-Holstein-/Hamburgliga, Promotion Playoff;Schleswig-Holstein-/Hamburgliga, Promotion Playoff
759;;Germany Amateur;Schleswig-Holstein-Liga;Schleswig-Holstein-Liga
31988;;Ghana;FA Cup;FA Cup
9949;;Ghana;Premier League;Premier League
30516;;Gibraltar;First Division;First Division
29986;;Greece;3rd League, Group 1;3rd League, Group 1
29991;;Greece;3rd League, Group 2;3rd League, Group 2
29992;;Greece;3rd League, Group 3;3rd League, Group 3
29993;;Greece;3rd League, Group 4;3rd League, Group 4
29994;;Greece;3rd League, Group 5;3rd League, Group 5
29995;;Greece;3rd League, Group 6;3rd League, Group 6
30008;;Greece;Cup of 3rd League, 1st Group;Cup of 3rd League, 1st Group
30009;;Greece;Cup of 3rd League, 2nd Group;Cup of 3rd League, 2nd Group
30010;;Greece;Cup of 3rd League, 3rd Group;Cup of 3rd League, 3rd Group
30011;;Greece;Cup of 3rd League, 4th Group;Cup of 3rd League, 4th Group
30012;;Greece;Cup of 3rd League, 5th Group;Cup of 3rd League, 5th Group
30013;;Greece;Cup of 3rd League, 6th Group;Cup of 3rd League, 6th Group
32035;;Greece;Cup of 3rd League, Knockout stage;Cup of 3rd League, Knockout stage
46934;;Greece;Football League;Football League
1094;;Greece;Football League, Group 1;Football League, Group 1
29578;;Greece;Football League, Group 2;Football League, Group 2
12956;;Greece;Football League, Playoffs;Football League, Playoffs
12957;;Greece;Football League, Relegation Playoffs, Gr. 1;Football League, Relegation Playoffs, Gr. 1
43552;;Greece;Football League, Relegation Playoffs, Gr. 2;Football League, Relegation Playoffs, Gr. 2
38621;;Greece;Greece Cup, Group 1;Greece Cup, Group 1
38622;;Greece;Greece Cup, Group 2;Greece Cup, Group 2
38623;;Greece;Greece Cup, Group 3;Greece Cup, Group 3
38624;;Greece;Greece Cup, Group 4;Greece Cup, Group 4
38625;;Greece;Greece Cup, Group 5;Greece Cup, Group 5
38626;;Greece;Greece Cup, Group 6;Greece Cup, Group 6
38627;;Greece;Greece Cup, Group 7;Greece Cup, Group 7
38628;;Greece;Greece Cup, Group 8;Greece Cup, Group 8
230;;Greece;Greece Cup, Knockout stage;Greece Cup, Knockout stage
38620;;Greece;Greece Cup, Qualification;Greece Cup, Qualification
127;;Greece;Super League;Super League
27219;;Greece;Super League, 6th Place Final;Super League, 6th Place Final
8115;;Greece;Super League, Playoffs;Super League, Playoffs
36298;;Greece;Super League, Relegation/Promotion;Super League, Relegation/Promotion
6243;;Guatemala;Liga Nacional Promotion/Relegation Playoffs;Liga Nacional Promotion/Relegation Playoffs
4103;;Guatemala;Liga Nacional, Apertura;Liga Nacional, Apertura
7290;;Guatemala;Liga Nacional, Apertura Playoffs;Liga Nacional, Apertura Playoffs
16684;;Guatemala;Liga Nacional, Clausura;Liga Nacional, Clausura
16685;;Guatemala;Liga Nacional, Clausura Playoffs;Liga Nacional, Clausura Playoffs
17034;;Honduras;Liga Nacional, Apertura;Liga Nacional, Apertura
17036;;Honduras;Liga Nacional, Apertura, Playoffs;Liga Nacional, Apertura, Playoffs
5468;;Honduras;Liga Nacional, Clausura;Liga Nacional, Clausura
17035;;Honduras;Liga Nacional, Clausura, Playoffs;Liga Nacional, Clausura, Playoffs
3973;;Hong Kong;Premier League;Premier League
27788;;Hong Kong;Premier League, AFC Cup Playoffs;Premier League, AFC Cup Playoffs
6623;;Hungary;Liga Kupa, Group A;Liga Kupa, Group A
6624;;Hungary;Liga Kupa, Group B;Liga Kupa, Group B
6625;;Hungary;Liga Kupa, Group C;Liga Kupa, Group C
6626;;Hungary;Liga Kupa, Group D;Liga Kupa, Group D
17264;;Hungary;Liga Kupa, Group E;Liga Kupa, Group E
29036;;Hungary;Liga Kupa, Group F;Liga Kupa, Group F
29037;;Hungary;Liga Kupa, Group G;Liga Kupa, Group G
29038;;Hungary;Liga Kupa, Group H;Liga Kupa, Group H
12406;;Hungary;Liga Kupa, Main Round Gr. A;Liga Kupa, Main Round Gr. A
12407;;Hungary;Liga Kupa, Main Round Gr. B;Liga Kupa, Main Round Gr. B
7003;;Hungary;Liga Kupa, Playoffs;Liga Kupa, Playoffs
227;;Hungary;Magyar Kupa;Magyar Kupa
50;;Hungary;NB I;NB I
28609;;Hungary;NB II;NB II
4710;;Hungary;NB II Keleti;NB II Keleti
4708;;Hungary;NB II Nyugati;NB II Nyugati
13382;;Hungary;NB II Relegation Playoff;NB II Relegation Playoff
27994;;Hungary;NB II, Relegation/Promotion Playoffs;NB II, Relegation/Promotion Playoffs
3430;;Hungary;Super Cup;Super Cup
582;;Iceland;1 deild;1 deild
628;;Iceland;Bikarinn;Bikarinn
15048;;Iceland;League Cup A, Group 1;League Cup A, Group 1
10655;;Iceland;League Cup A, Group 2;League Cup A, Group 2
41943;;Iceland;League Cup A, Group 3;League Cup A, Group 3
49696;;Iceland;League Cup A, Group 4;League Cup A, Group 4
41944;;Iceland;League Cup A, Knockout stage;League Cup A, Knockout stage
12830;;Iceland;Super Cup;Super Cup
102;;Iceland;Urvalsdeild;Urvalsdeild
4052;;India;I-League;I-League
38566;;India;Indian Super League;Indian Super League
40192;;India;Indian Super League, Playoffs;Indian Super League, Playoffs
4113;;Indonesia;Indonesia Super League;Indonesia Super League
7474;;Indonesia;Super League, Playoffs;Super League, Playoffs
5283;;International;AFC Asian Cup, Group A;AFC Asian Cup, Group A
5284;;International;AFC Asian Cup, Group B;AFC Asian Cup, Group B
5285;;International;AFC Asian Cup, Group C;AFC Asian Cup, Group C
5286;;International;AFC Asian Cup, Group D;AFC Asian Cup, Group D
1489;;International;AFC Asian Cup, Knockout stage;AFC Asian Cup, Knockout stage
4193;;International;AFC Asian Cup, Qualification Group A;AFC Asian Cup, Qualification Group A
4194;;International;AFC Asian Cup, Qualification Group B;AFC Asian Cup, Qualification Group B
4195;;International;AFC Asian Cup, Qualification Group C;AFC Asian Cup, Qualification Group C
4196;;International;AFC Asian Cup, Qualification Group D;AFC Asian Cup, Qualification Group D
4197;;International;AFC Asian Cup, Qualification Group E;AFC Asian Cup, Qualification Group E
4198;;International;AFC Asian Cup, Qualification Group F;AFC Asian Cup, Qualification Group F
4594;;International;AFC Asian Cup, Women, Group A;AFC Asian Cup, Women, Group A
34882;;International;AFC Asian Cup, Women, Group B;AFC Asian Cup, Women, Group B
34883;;International;AFC Asian Cup, Women, Knockout stage;AFC Asian Cup, Women, Knockout stage
34884;;International;AFC Asian Cup, Women, Placement matches;AFC Asian Cup, Women, Placement matches
15114;;International;AFC Challenge Cup, Group A;AFC Challenge Cup, Group A
35490;;International;AFC Challenge Cup, Group B;AFC Challenge Cup, Group B
35696;;International;AFC Challenge Cup, Knockout stage;AFC Challenge Cup, Knockout stage
50709;;International;AFC Olympic Qualification, Women, Final round ;AFC Olympic Qualification, Women, Final round 
9891;;International;AFF Suzuki Cup, Final Rounds;AFF Suzuki Cup, Final Rounds
885;;International;AFF Suzuki Cup, Group A;AFF Suzuki Cup, Group A
9513;;International;AFF Suzuki Cup, Group B;AFF Suzuki Cup, Group B
14062;;International;AFF Suzuki Cup, Qualification;AFF Suzuki Cup, Qualification
44452;1;International;Africa Cup of Nations, Group A;Africa Cup of Nations, Group A
44453;1;International;Africa Cup of Nations, Group B;Africa Cup of Nations, Group B
44454;1;International;Africa Cup of Nations, Group C;Africa Cup of Nations, Group C
44455;1;International;Africa Cup of Nations, Group D;Africa Cup of Nations, Group D
40766;1;International;Africa Cup of Nations, Knockout stage;Africa Cup of Nations, Knockout stage
38006;;International;Africa Cup of Nations, Qualification, Group A;Africa Cup of Nations, Qualification, Group A
38007;;International;Africa Cup of Nations, Qualification, Group B;Africa Cup of Nations, Qualification, Group B
38008;;International;Africa Cup of Nations, Qualification, Group C;Africa Cup of Nations, Qualification, Group C
38009;;International;Africa Cup of Nations, Qualification, Group D;Africa Cup of Nations, Qualification, Group D
38010;;International;Africa Cup of Nations, Qualification, Group E;Africa Cup of Nations, Qualification, Group E
38011;;International;Africa Cup of Nations, Qualification, Group F;Africa Cup of Nations, Qualification, Group F
38012;;International;Africa Cup of Nations, Qualification, Group G;Africa Cup of Nations, Qualification, Group G
44446;;International;Africa Cup of Nations, Qualification, Group H;Africa Cup of Nations, Qualification, Group H
44447;;International;Africa Cup of Nations, Qualification, Group I;Africa Cup of Nations, Qualification, Group I
44448;;International;Africa Cup of Nations, Qualification, Group J;Africa Cup of Nations, Qualification, Group J
44449;;International;Africa Cup of Nations, Qualification, Group K;Africa Cup of Nations, Qualification, Group K
44450;;International;Africa Cup of Nations, Qualification, Group L;Africa Cup of Nations, Qualification, Group L
44451;;International;Africa Cup of Nations, Qualification, Group M;Africa Cup of Nations, Qualification, Group M
10184;;International;African Nations Championship, Group A;African Nations Championship, Group A
10185;;International;African Nations Championship, Group B;African Nations Championship, Group B
15206;;International;African Nations Championship, Group C;African Nations Championship, Group C
15207;;International;African Nations Championship, Group D;African Nations Championship, Group D
10186;;International;African Nations Championship, Knockout stage;African Nations Championship, Knockout stage
7723;;International;Algarve Cup, Women, Group A;Algarve Cup, Women, Group A
7724;;International;Algarve Cup, Women, Group B;Algarve Cup, Women, Group B
7725;;International;Algarve Cup, Women, Group C;Algarve Cup, Women, Group C
7788;;International;Algarve Cup, Women, Knockout stage;Algarve Cup, Women, Knockout stage
25496;;International;Algarve Cup, Women, Placement matches 5-8;Algarve Cup, Women, Placement matches 5-8
25497;;International;Algarve Cup, Women, Placement matches 9-12;Algarve Cup, Women, Placement matches 9-12
5242;;International;Asian Games, Group A;Asian Games, Group A
5243;;International;Asian Games, Group B;Asian Games, Group B
5244;;International;Asian Games, Group C;Asian Games, Group C
5245;;International;Asian Games, Group D;Asian Games, Group D
5246;;International;Asian Games, Group E;Asian Games, Group E
5247;;International;Asian Games, Group F;Asian Games, Group F
5252;;International;Asian Games, Knockout stage;Asian Games, Knockout stage
1310;;International;Baltic Cup;Baltic Cup
22437;;International;Caribbean Cup, Final Round, Gr. A;Caribbean Cup, Final Round, Gr. A
22438;;International;Caribbean Cup, Final Round, Gr. B;Caribbean Cup, Final Round, Gr. B
22439;;International;Caribbean Cup, Final Round, Knockout stage;Caribbean Cup, Final Round, Knockout stage
22428;;International;Caribbean Cup, First Round, Gr. 1;Caribbean Cup, First Round, Gr. 1
22429;;International;Caribbean Cup, First Round, Gr. 2;Caribbean Cup, First Round, Gr. 2
22430;;International;Caribbean Cup, First Round, Gr. 3;Caribbean Cup, First Round, Gr. 3
22431;;International;Caribbean Cup, First Round, Gr. 4;Caribbean Cup, First Round, Gr. 4
22432;;International;Caribbean Cup, First Round, Gr. 5;Caribbean Cup, First Round, Gr. 5
39021;;International;Caribbean Cup, First Round, Gr. 6;Caribbean Cup, First Round, Gr. 6
39028;;International;Caribbean Cup, Preliminary round, Gr. 1;Caribbean Cup, Preliminary round, Gr. 1
39029;;International;Caribbean Cup, Preliminary round, Gr. 2;Caribbean Cup, Preliminary round, Gr. 2
22435;;International;Caribbean Cup, Second Round, Gr. 6;Caribbean Cup, Second Round, Gr. 6
22434;;International;Caribbean Cup, Second Round, Gr. 7;Caribbean Cup, Second Round, Gr. 7
22436;;International;Caribbean Cup, Second Round, Gr. 8;Caribbean Cup, Second Round, Gr. 8
39022;;International;Caribbean Cup, Second Round, Gr. 9;Caribbean Cup, Second Round, Gr. 9
9869;;International;CONCACAF Gold Cup Qualification;CONCACAF Gold Cup Qualification
10101;;International;CONCACAF Gold Cup Qualification, Final Phase;CONCACAF Gold Cup Qualification, Final Phase
3328;;International;CONCACAF Gold Cup, Group A;CONCACAF Gold Cup, Group A
3329;;International;CONCACAF Gold Cup, Group B;CONCACAF Gold Cup, Group B
3330;;International;CONCACAF Gold Cup, Group C;CONCACAF Gold Cup, Group C
6289;;International;CONCACAF Gold Cup, Knockout stage;CONCACAF Gold Cup, Knockout stage
50183;;International;CONCACAF Olympic Qualif., Women, Group A;CONCACAF Olympic Qualif., Women, Group A
50184;;International;CONCACAF Olympic Qualif., Women, Group B;CONCACAF Olympic Qualif., Women, Group B
50185;;International;CONCACAF Olympic Qualif., Women, Knockout stage;CONCACAF Olympic Qualif., Women, Knockout stage
38922;;International;CONCACAF Women's Championship, Group A;CONCACAF Women's Championship, Group A
38923;;International;CONCACAF Women's Championship, Group B;CONCACAF Women's Championship, Group B
38924;;International;CONCACAF Women's Championship, Knockout stage;CONCACAF Women's Championship, Knockout stage
46437;;International;Confederations Cup, CONCACAF Playoff;Confederations Cup, CONCACAF Playoff
3091;1;International;Confederations Cup, Group A;Confederations Cup, Group A
3092;1;International;Confederations Cup, Group B;Confederations Cup, Group B
1240;1;International;Confederations Cup, Knockout stage;Confederations Cup, Knockout stage
14297;1;International;Copa America, Final Round;Copa America, Final Round
14298;1;International;Copa America, Group A;Copa America, Group A
14299;1;International;Copa America, Group B;Copa America, Group B
14300;1;International;Copa America, Group C;Copa America, Group C
50299;1;International;Copa America, Group D;Copa America, Group D
49487;;International;Copa America, Qualification Playoffs ;Copa America, Qualification Playoffs 
23610;;International;Copa Centroamericana, 5th Place Final;Copa Centroamericana, 5th Place Final
23607;;International;Copa Centroamericana, Group A;Copa Centroamericana, Group A
23608;;International;Copa Centroamericana, Group B;Copa Centroamericana, Group B
23609;;International;Copa Centroamericana, Playoffs;Copa Centroamericana, Playoffs
43433;;International;COSAFA Cup, Group A;COSAFA Cup, Group A
43435;;International;COSAFA Cup, Group B;COSAFA Cup, Group B
1333;;International;COSAFA Cup, Knockout stage;COSAFA Cup, Knockout stage
43646;;International;COSAFA Cup, Placement matches;COSAFA Cup, Placement matches
19635;;International;Cyprus Women Cup, Final round;Cyprus Women Cup, Final round
12455;;International;Cyprus Women Cup, Group A;Cyprus Women Cup, Group A
12456;;International;Cyprus Women Cup, Group B;Cyprus Women Cup, Group B
15276;;International;Cyprus Women Cup, Group C;Cyprus Women Cup, Group C
28612;;International;EAFF East Asian Cup;EAFF East Asian Cup
7581;;International;EAFF East Asian Cup, Women;EAFF East Asian Cup, Women
3470;;International;East Asian Championship, Men;East Asian Championship, Men
2137;1;International;Euro Cup;Euro Cup
1688;1;International;Euro Cup, Group A;Euro Cup, Group A
1685;1;International;Euro Cup, Group B;Euro Cup, Group B
1686;1;International;Euro Cup, Group C;Euro Cup, Group C
1687;1;International;Euro Cup, Group D;Euro Cup, Group D
48885;1;International;Euro Cup, Group E;Euro Cup, Group E
48886;1;International;Euro Cup, Group F;Euro Cup, Group F
4508;1;International;European Championship, Qualification Group A;European Championship, Qualification Group A
4509;1;International;European Championship, Qualification Group B;European Championship, Qualification Group B
4510;1;International;European Championship, Qualification Group C;European Championship, Qualification Group C
4511;1;International;European Championship, Qualification Group D;European Championship, Qualification Group D
4512;1;International;European Championship, Qualification Group E;European Championship, Qualification Group E
4513;1;International;European Championship, Qualification Group F;European Championship, Qualification Group F
4514;1;International;European Championship, Qualification Group G;European Championship, Qualification Group G
5346;1;International;European Championship, Qualification Group H;European Championship, Qualification Group H
5347;1;International;European Championship, Qualification Group I;European Championship, Qualification Group I
5348;1;International;European Championship, Qualification Group J;European Championship, Qualification Group J
666;1;International;European Championship, Qualification Playoff;European Championship, Qualification Playoff
1311;;International;Gold Cup 2011;Gold Cup 2011
9996;;International;Gulf Cup, Group A;Gulf Cup, Group A
9997;;International;Gulf Cup, Group B;Gulf Cup, Group B
9970;;International;Gulf Cup, Knockout stage;Gulf Cup, Knockout stage
66;1;International;International Friendly Games;International Friendly Games
1039;;International;International Friendly Games, Women;International Friendly Games, Women
2383;;International;Olympic Tournament Women, Final Round;Olympic Tournament Women, Final Round
2311;;International;Olympic Tournament Women, Group E;Olympic Tournament Women, Group E
2312;;International;Olympic Tournament Women, Group F;Olympic Tournament Women, Group F
2313;;International;Olympic Tournament Women, Group G;Olympic Tournament Women, Group G
2386;;International;Olympic Tournament, Final Round;Olympic Tournament, Final Round
2307;;International;Olympic Tournament, Group A;Olympic Tournament, Group A
2308;;International;Olympic Tournament, Group B;Olympic Tournament, Group B
2309;;International;Olympic Tournament, Group C;Olympic Tournament, Group C
2310;;International;Olympic Tournament, Group D;Olympic Tournament, Group D
49488;;International;SAFF Championship, Group A;SAFF Championship, Group A
49489;;International;SAFF Championship, Group B;SAFF Championship, Group B
921;;International;SAFF Championship, Knockout stage;SAFF Championship, Knockout stage
50300;;International;SheBelieves Cup, Women;SheBelieves Cup, Women
50208;;International;UEFA Olympic Qualification, Women ;UEFA Olympic Qualification, Women 
13910;;International;WAFF Championship, Group A;WAFF Championship, Group A
13911;;International;WAFF Championship, Group B;WAFF Championship, Group B
13912;;International;WAFF Championship, Group C;WAFF Championship, Group C
6245;;International;WAFF Championship, Knockout stage;WAFF Championship, Knockout stage
3263;;International;Women's Euro, Group A;Women's Euro, Group A
3264;;International;Women's Euro, Group B;Women's Euro, Group B
9602;;International;Women's Euro, Group C;Women's Euro, Group C
3293;;International;Women's Euro, Knockout stage;Women's Euro, Knockout stage
15326;;International;Womens Euro, Preliminary round, Group A;Womens Euro, Preliminary round, Group A
15327;;International;Womens Euro, Preliminary round, Group B;Womens Euro, Preliminary round, Group B
15878;;International;Womens Euro, Qualification Group 1;Womens Euro, Qualification Group 1
15879;;International;Womens Euro, Qualification Group 2;Womens Euro, Qualification Group 2
15880;;International;Womens Euro, Qualification Group 3;Womens Euro, Qualification Group 3
15881;;International;Womens Euro, Qualification Group 4;Womens Euro, Qualification Group 4
15882;;International;Womens Euro, Qualification Group 5;Womens Euro, Qualification Group 5
15883;;International;Womens Euro, Qualification Group 6;Womens Euro, Qualification Group 6
15884;;International;Womens Euro, Qualification Group 7;Womens Euro, Qualification Group 7
42229;;International;Womens Euro, Qualification Group 8;Womens Euro, Qualification Group 8
22804;;International;Womens Euro, Qualification Playoff;Womens Euro, Qualification Playoff
21019;;International;World Cup Quali., OFC 2nd round, Final Round;World Cup Quali., OFC 2nd round, Final Round
22184;;International;World Cup Quali., OFC 3rd round, Final Round;World Cup Quali., OFC 3rd round, Final Round
12678;;International;World Cup Qualification Women, UEFA Group 1;World Cup Qualification Women, UEFA Group 1
12679;;International;World Cup Qualification Women, UEFA Group 2;World Cup Qualification Women, UEFA Group 2
12680;;International;World Cup Qualification Women, UEFA Group 3;World Cup Qualification Women, UEFA Group 3
12681;;International;World Cup Qualification Women, UEFA Group 4;World Cup Qualification Women, UEFA Group 4
12682;;International;World Cup Qualification Women, UEFA Group 5;World Cup Qualification Women, UEFA Group 5
12684;;International;World Cup Qualification Women, UEFA Group 6;World Cup Qualification Women, UEFA Group 6
12685;;International;World Cup Qualification Women, UEFA Group 7;World Cup Qualification Women, UEFA Group 7
12683;;International;World Cup Qualification Women, UEFA Group 8;World Cup Qualification Women, UEFA Group 8
13747;;International;World Cup Qualification Women, UEFA Playoffs;World Cup Qualification Women, UEFA Playoffs
13748;;International;World Cup Qualification Women, UEFA/CONCACAF Playo;World Cup Qualification Women, UEFA/CONCACAF Playo
6922;;International;World Cup Qualification, AFC, Round 1;World Cup Qualification, AFC, Round 1
7238;;International;World Cup Qualification, AFC, Round 2, Gr. A;World Cup Qualification, AFC, Round 2, Gr. A
7239;;International;World Cup Qualification, AFC, Round 2, Gr. B;World Cup Qualification, AFC, Round 2, Gr. B
7240;;International;World Cup Qualification, AFC, Round 2, Gr. C;World Cup Qualification, AFC, Round 2, Gr. C
7241;;International;World Cup Qualification, AFC, Round 2, Gr. D;World Cup Qualification, AFC, Round 2, Gr. D
7256;;International;World Cup Qualification, AFC, Round 2, Gr. E;World Cup Qualification, AFC, Round 2, Gr. E
42039;;International;World Cup Qualification, AFC, Round 2, Gr. F;World Cup Qualification, AFC, Round 2, Gr. F
42040;;International;World Cup Qualification, AFC, Round 2, Gr. G;World Cup Qualification, AFC, Round 2, Gr. G
42041;;International;World Cup Qualification, AFC, Round 2, Gr. H;World Cup Qualification, AFC, Round 2, Gr. H
8517;;International;World Cup Qualification, AFC, Round 3, Gr. A;World Cup Qualification, AFC, Round 3, Gr. A
8519;;International;World Cup Qualification, AFC, Round 3, Gr. B;World Cup Qualification, AFC, Round 3, Gr. B
28509;;International;World Cup Qualification, AFC/CONMEBOL Playoffs;World Cup Qualification, AFC/CONMEBOL Playoffs
10895;;International;World Cup Qualification, AFC/OFC Playoffs;World Cup Qualification, AFC/OFC Playoffs
1814;;International;World Cup Qualification, Asia;World Cup Qualification, Asia
2875;;International;World Cup Qualification, Asian Group 1;World Cup Qualification, Asian Group 1
2876;;International;World Cup Qualification, Asian Group 2;World Cup Qualification, Asian Group 2
3577;;International;World Cup Qualification, Asian Playoff;World Cup Qualification, Asian Playoff
2183;;International;World Cup Qualification, CAF;World Cup Qualification, CAF
7242;;International;World Cup Qualification, CAF Group 1;World Cup Qualification, CAF Group 1
7253;;International;World Cup Qualification, CAF Group 11;World Cup Qualification, CAF Group 11
7254;;International;World Cup Qualification, CAF Group 12;World Cup Qualification, CAF Group 12
7243;;International;World Cup Qualification, CAF Group 2;World Cup Qualification, CAF Group 2
7244;;International;World Cup Qualification, CAF Group 3;World Cup Qualification, CAF Group 3
7245;;International;World Cup Qualification, CAF Group 4;World Cup Qualification, CAF Group 4
7246;;International;World Cup Qualification, CAF Group 5;World Cup Qualification, CAF Group 5
9360;;International;World Cup Qualification, CAF Group A;World Cup Qualification, CAF Group A
9361;;International;World Cup Qualification, CAF Group B;World Cup Qualification, CAF Group B
9362;;International;World Cup Qualification, CAF Group C;World Cup Qualification, CAF Group C
9363;;International;World Cup Qualification, CAF Group D;World Cup Qualification, CAF Group D
9364;;International;World Cup Qualification, CAF Group E;World Cup Qualification, CAF Group E
7247;;International;World Cup Qualification, CAF Group F;World Cup Qualification, CAF Group F
7249;;International;World Cup Qualification, CAF Group G;World Cup Qualification, CAF Group G
7250;;International;World Cup Qualification, CAF Group H;World Cup Qualification, CAF Group H
7251;;International;World Cup Qualification, CAF Group I;World Cup Qualification, CAF Group I
7252;;International;World Cup Qualification, CAF Group J;World Cup Qualification, CAF Group J
30077;;International;World Cup Qualification, CAF, Playoffs;World Cup Qualification, CAF, Playoffs
2152;;International;World Cup Qualification, CONCACAF;World Cup Qualification, CONCACAF
7271;;International;World Cup Qualification, CONCACAF 2nd  round, Gr.A;World Cup Qualification, CONCACAF 2nd  round, Gr.A
7272;;International;World Cup Qualification, CONCACAF 2nd round, Gr.B;World Cup Qualification, CONCACAF 2nd round, Gr.B
7274;;International;World Cup Qualification, CONCACAF 2nd round, Gr.C;World Cup Qualification, CONCACAF 2nd round, Gr.C
7275;;International;World Cup Qualification, CONCACAF 2nd round, Gr.D;World Cup Qualification, CONCACAF 2nd round, Gr.D
7276;;International;World Cup Qualification, CONCACAF 2nd round, Gr.E;World Cup Qualification, CONCACAF 2nd round, Gr.E
