UK;DK;;;;
;1;Soccer;Denmark;DBU Pokalen;15
1;1;Soccer;Denmark;Superligaen;12
;;Soccer;Denmark Amateur;Danmarksserien, Promotion;4533
;;Soccer;Denmark Amateur;Danmarksserien, Pulje 1;468
;;Soccer;Denmark Amateur;Danmarksserien, Pulje 2;469
;;Soccer;Denmark Amateur;Danmarksserien, Pulje 3;470
;;Soccer;Denmark Amateur;Danmarksserien, Relegation;16383
;;Soccer;Ecuador;Serie A, Grand Final;40204
;;Soccer;Ecuador;Serie A, Playoffs;16888
;;Soccer;Ecuador;Serie A, Primera Etapa;16887
;;Soccer;Ecuador;Serie A, Segunda Etapa;1387
;;Soccer;Egypt;Egypt Cup;4480
;;Soccer;Egypt;Premier League;38612
;;Soccer;Egypt;Premier League, Championship Round;36552
;;Soccer;Egypt;Premier League, Group 1;25439
;;Soccer;Egypt;Premier League, Group 2;25440
;;Soccer;Egypt;Premier League, Playoffs;25442
;;Soccer;Egypt;Premier League, Relegation;25441
;;Soccer;El Salvador;Primera Division, Apertura;4714
;;Soccer;El Salvador;Primera Division, Apertura Playoffs;17144
;;Soccer;El Salvador;Primera Division, Clausura;4102
;;Soccer;El Salvador;Primera Division, Clausura Playoffs;17143
1;1;Soccer;England;Championship;2
1;1;Soccer;England;Championship, Playoffs;1185
1;1;Soccer;England;Community Shield;1307
1;1;Soccer;England;FA Cup;16
1;1;Soccer;England;FA Cup, Qualification;34954
1;1;Soccer;England;Football League Trophy;161
1;1;Soccer;England;League Cup;17
1;1;Soccer;England;League One;3
1;1;Soccer;England;League One, Playoffs;1186
1;1;Soccer;England;League Two;84
1;1;Soccer;England;League Two, Playoffs;1187
;;Soccer;England;National League;72
;;Soccer;England;National League, Playoffs;6013
1;1;Soccer;England;Premier League;1
;;Soccer;England Amateur;FA Trophy;231
;;Soccer;England Amateur;FA Trophy, Qualification;39176
;;Soccer;England Amateur;FA Womens Super League;15635
;;Soccer;England Amateur;Isthmian Football League, Premier Div., Playoffs;4764
;;Soccer;England Amateur;Isthmian Football League, Premier Division;968
;;Soccer;England Amateur;National League North;2348
;;Soccer;England Amateur;National League North, Playoffs;6007
;;Soccer;England Amateur;National League South;2349
;;Soccer;England Amateur;National League South, Playoffs;4361
;;Soccer;England Amateur;Northern Premier League, Premier Div., Playoffs;27150
;;Soccer;England Amateur;Northern Premier League, Premier Division;966
;;Soccer;England Amateur;Southern Football League, Premier Div., Playoffs;27149
;;Soccer;England Amateur;Southern Football League, Premier Division;2396
;;Soccer;England Amateur;U21 Premier League;29004
;;Soccer;England Amateur;U21 Premier League Cup;30716
;;Soccer;England Amateur;U21 Premier League, Division 1;37875
;;Soccer;England Amateur;U21 Premier League, Division 2;37876
;;Soccer;England Amateur;U21 Premier League, Elite Group;22195
;;Soccer;England Amateur;U21 Premier League, National Group 1;22198
;;Soccer;England Amateur;U21 Premier League, National Group 2;22199
;;Soccer;England Amateur;U21 Premier League, National Group 3;22200
;;Soccer;England Amateur;U21 Premier League, Playoffs;22194
;;Soccer;England Amateur;U21 Premier League, Qualification Group 1;22196
;;Soccer;England Amateur;U21 Premier League, Qualification Group 2;22197
;;Soccer;Estonia;Cup;3069
;;Soccer;Estonia;Esiliiga;8849
;;Soccer;Estonia;Esiliiga, Relegation/Promotion;11778
;;Soccer;Estonia;Premium Liiga;618
;;Soccer;Estonia;Premium Liiga, Relegation/Promotion;7192
;;Soccer;Estonia;Super Cup;3011
;;Soccer;Faroe Islands;1. deild;7959
;;Soccer;Faroe Islands;Cup;2039
;;Soccer;Faroe Islands;Premier League;2006
;;Soccer;Finland;Kakkonen, Etelainen;1206
;;Soccer;Finland;Kakkonen, Group A;1204
;;Soccer;Finland;Kakkonen, Group B;1205
;;Soccer;Finland;Kakkonen, Group C;1202
;;Soccer;Finland;Kakkonen, Playoff;2459
;;Soccer;Finland;Kakkonen, Promotion;2536
;;Soccer;Finland;Kakkonen, Promotion Round;13978
;;Soccer;Finland;Liigacup, Group A;2943
;;Soccer;Finland;Liigacup, Group B;2945
;;Soccer;Finland;Liigacup, Group C;2946
;;Soccer;Finland;Liigacup, Group D;2947
;;Soccer;Finland;Liigacup, Knockout stage;4268
;;Soccer;Finland;Naisten Liiga;2043
;;Soccer;Finland;Naisten Liiga, Championship group;38664
;;Soccer;Finland;Naisten Liiga, Relegation group;38665
;;Soccer;Finland;Naisten Liiga, Relegation/Promotion;47501
;;Soccer;Finland;Suomen Cup;122
;;Soccer;Finland;Veikkausliiga;31
;;Soccer;Finland;Veikkausliiga, Relegation/Promotion;702
;;Soccer;Finland;Ykkonen;527
;1;Soccer;France;Coupe de France;77
;;Soccer;France;Coupe de la Ligue;884
;;Soccer;France;Division 1 Feminines;5397
1;1;Soccer;France;Ligue 1;4
;;Soccer;France;Ligue 2;19
;;Soccer;France;National;950
;;Soccer;France;Trophee des Champions;1356
;;Soccer;Georgia;Cup;6067
;;Soccer;Georgia;First League;46140
;;Soccer;Georgia;First League, Relegation Group A;19717
;;Soccer;Georgia;First League, Relegation Group B;19718
;;Soccer;Georgia;First League, Zone A;11309
;;Soccer;Georgia;First League, Zone B;17299
;;Soccer;Georgia;Super Cup;11836
;;Soccer;Georgia;Umaglesi Liga;3012
;;Soccer;Georgia;Umaglesi Liga, Championship Group;19715
;;Soccer;Georgia;Umaglesi Liga, Relegation Group;21197
;;Soccer;Georgia;Umaglesi Liga, Relegation/Promotion Group;19716
;;Soccer;Georgia;Umaglesi Liga, Relegation/Promotion Playoffs;16160
;;Soccer;Germany;2. Bundesliga;41
;;Soccer;Germany;2. Bundesliga Relegation/Promotion Playoffs;10772
;;Soccer;Germany;3. Liga;8343
1;1;Soccer;Germany;Bundesliga;42
;;Soccer;Germany;Bundesliga Relegation/Promotion Playoffs;10771
1;1;Soccer;Germany;DFB Pokal;43
1;1;Soccer;Germany;Super Cup;6456
;;Soccer;Germany;Telekom Cup;16527
;;Soccer;Germany Amateur;2. Bundesliga, Women, Group North;8005
;;Soccer;Germany Amateur;2. Bundesliga, Women, Group South;8006
;;Soccer;Germany Amateur;A-Junioren-Bundesliga North/Northeast;5862
;;Soccer;Germany Amateur;A-Junioren-Bundesliga South/Southwest;12790
;;Soccer;Germany Amateur;A-Junioren-Bundesliga West;12789
;;Soccer;Germany Amateur;A-Junioren-Bundesliga, Playoffs   ;16156
;;Soccer;Germany Amateur;Bayernliga;756
;;Soccer;Germany Amateur;Bayernliga North;21602
;;Soccer;Germany Amateur;Bayernliga South;21603
;;Soccer;Germany Amateur;Bayernliga, Relegation/Promotion ;27816
;;Soccer;Germany Amateur;Bremen-Liga;8542
;;Soccer;Germany Amateur;Bundesliga Cup Women, Group A;15116
;;Soccer;Germany Amateur;Bundesliga Cup Women, Group B;15117
;;Soccer;Germany Amateur;Bundesliga, Women;810
;;Soccer;Germany Amateur;DFB Pokal, Women;11022
;;Soccer;Germany Amateur;Hessenliga;757
;;Soccer;Germany Amateur;Hessenliga Relegation/Promotion;10828
;;Soccer;Germany Amateur;NRW-Liga;778
;;Soccer;Germany Amateur;Oberliga Baden Wuerttemberg;755
;;Soccer;Germany Amateur;Oberliga Baden Wuerttemberg, Promotion;10863
;;Soccer;Germany Amateur;Oberliga Bayern Relegation/Promotion;8360
;;Soccer;Germany Amateur;Oberliga Hamburg;1384
;;Soccer;Germany Amateur;Oberliga Mittelrhein;21682
;;Soccer;Germany Amateur;Oberliga Niederrhein;21678
;;Soccer;Germany Amateur;Oberliga Niedersachsen;13563
;;Soccer;Germany Amateur;Oberliga Niedersachsen Promotion Playoffs;10776
;;Soccer;Germany Amateur;Oberliga Niedersachsen Rel/ Pro Round Gr. A;13049
;;Soccer;Germany Amateur;Oberliga Niedersachsen Rel/ Pro Round Gr. B;13050
;;Soccer;Germany Amateur;Oberliga Niedersachsen, Relegation;13217
;;Soccer;Germany Amateur;Oberliga NOFV North;686
;;Soccer;Germany Amateur;Oberliga NOFV Relegation;13093
;;Soccer;Germany Amateur;Oberliga NOFV South;685
;;Soccer;Germany Amateur;Oberliga Relegation;4455
;;Soccer;Germany Amateur;Oberliga Rheinland-Pfalz/Saar;21745
;;Soccer;Germany Amateur;Oberliga Suedwest;760
;;Soccer;Germany Amateur;Oberliga Westfalen;779
;;Soccer;Germany Amateur;Promotion to Regionalliga Bayern;20844
;;Soccer;Germany Amateur;Promotion to Regionalliga North;21011
;;Soccer;Germany Amateur;Promotion to Regionalliga Northeast;1241
;;Soccer;Germany Amateur;Promotion to Regionalliga Southwest;35779
;;Soccer;Germany Amateur;Regionalliga Bavaria;21299
;;Soccer;Germany Amateur;Regionalliga Bavaria, Relegation/Promotion;27815
;;Soccer;Germany Amateur;Regionalliga North;44
;;Soccer;Germany Amateur;Regionalliga Northeast;21301
;;Soccer;Germany Amateur;Regionalliga South;45
;;Soccer;Germany Amateur;Regionalliga Southwest;21300
;;Soccer;Germany Amateur;Regionalliga West;8364
;;Soccer;Germany Amateur;Regionalliga, Promotion Playoffs;27221
;;Soccer;Germany Amateur;Schleswig-Holstein-/Hamburgliga, Promotion Playoff;10859
;;Soccer;Germany Amateur;Schleswig-Holstein-Liga;759
;;Soccer;Ghana;FA Cup;31988
;;Soccer;Ghana;Premier League;9949
;;Soccer;Gibraltar;First Division;30516
;;Soccer;Greece;3rd League, Group 1;29986
;;Soccer;Greece;3rd League, Group 2;29991
;;Soccer;Greece;3rd League, Group 3;29992
;;Soccer;Greece;3rd League, Group 4;29993
;;Soccer;Greece;3rd League, Group 5;29994
;;Soccer;Greece;3rd League, Group 6;29995
;;Soccer;Greece;Cup of 3rd League, 1st Group;30008
;;Soccer;Greece;Cup of 3rd League, 2nd Group;30009
;;Soccer;Greece;Cup of 3rd League, 3rd Group;30010
;;Soccer;Greece;Cup of 3rd League, 4th Group;30011
;;Soccer;Greece;Cup of 3rd League, 5th Group;30012
;;Soccer;Greece;Cup of 3rd League, 6th Group;30013
;;Soccer;Greece;Cup of 3rd League, Knockout stage;32035
;;Soccer;Greece;Football League;46934
;;Soccer;Greece;Football League, Group 1;1094
;;Soccer;Greece;Football League, Group 2;29578
;;Soccer;Greece;Football League, Playoffs;12956
